idx,time_delta
193,-1.0
194,35.0
195,14.0
196,2.0
197,-1.0
198,14.0
199,22.0
200,4.0
201,-1.0
202,4.0
203,16.0
204,-1.0
205,-1.0
206,-1.0
207,-1.0
208,20.0
209,14.0
210,-1.0
211,-1.0
212,15.0
213,-1.0
214,-1.0
215,14.0
216,-1.0
217,-1.0
218,14.0
219,-1.0
220,-1.0
221,-1.0
222,-1.0
223,-1.0
224,-1.0
225,-1.0
226,-1.0
227,-1.0
228,-1.0
229,-1.0
230,15.0
231,8.0
232,22.0
233,13.0
234,4.0
235,9.0
236,-1.0
237,10.0
238,13.0
239,2.0
240,-1.0
241,17.0
242,-1.0
243,5.0
244,-1.0
245,-1.0
246,13.0
247,16.0
248,-1.0
249,16.0
250,-1.0
251,5.0
252,10.0
253,-1.0
254,4.0
255,5.0
256,24.0
257,-1.0
258,-1.0
259,-1.0
260,-1.0
261,16.0
262,14.0
263,-1.0
264,-1.0
265,-1.0
266,-1.0
267,-1.0
268,-1.0
269,19.0
270,-1.0
271,-1.0
272,-1.0
273,-1.0
274,-1.0
275,-1.0
276,-1.0
277,-1.0
278,-1.0
279,-1.0
280,-1.0
281,-1.0
282,16.0
283,-1.0
284,9.0
285,13.0
286,-1.0
287,1.0
288,8.0
289,-1.0
290,8.0
291,-1.0
292,-1.0
293,14.0
294,19.0
295,14.0
296,2.0
297,8.0
298,11.0
299,16.0
300,-1.0
301,-1.0
302,4.0
303,-1.0
304,-1.0
305,-1.0
306,-1.0
307,8.0
308,4.0
309,-1.0
310,-1.0
311,-1.0
312,14.0
313,-1.0
314,-1.0
315,20.0
316,14.0
317,-1.0
318,-1.0
319,-1.0
320,-1.0
321,-1.0
322,-1.0
323,-1.0
324,-1.0
325,2.0
326,2.0
327,-1.0
328,6.0
329,19.0
330,-1.0
331,-1.0
332,-1.0
333,17.0
334,-1.0
335,4.0
336,-1.0
337,6.0
338,-1.0
339,-1.0
340,31.0
341,-1.0
342,6.0
343,-1.0
344,-1.0
345,-1.0
346,7.0
347,2.0
348,-1.0
349,-1.0
350,2.0
351,1.0
352,14.0
353,-1.0
354,2.0
355,3.0
356,18.0
357,-1.0
358,-1.0
359,12.0
360,-1.0
361,14.0
362,2.0
363,8.0
364,-1.0
365,2.0
366,15.0
367,21.0
368,9.0
369,-1.0
370,-1.0
371,18.0
372,-1.0
373,-1.0
374,-1.0
375,16.0
376,-1.0
377,-1.0
378,-1.0
379,-1.0
380,-1.0
381,9.0
382,14.0
383,4.0
384,-1.0
385,8.0
386,21.0
387,15.0
388,-1.0
389,-1.0
390,3.0
391,-1.0
392,-1.0
393,10.0
394,-1.0
395,-1.0
396,-1.0
397,-1.0
398,-1.0
399,-1.0
400,14.0
401,13.0
402,-1.0
403,23.0
404,-1.0
405,11.0
406,-1.0
407,6.0
408,-1.0
409,-1.0
410,30.0
411,-1.0
412,-1.0
413,-1.0
414,-1.0
415,4.0
416,13.0
417,-1.0
418,1.0
419,-1.0
420,23.0
421,-1.0
422,2.0
423,-1.0
424,-1.0
425,2.0
426,-1.0
427,18.0
428,-1.0
429,-1.0
430,-1.0
431,2.0
432,-1.0
433,-1.0
434,-1.0
435,8.0
436,-1.0
437,2.0
438,-1.0
439,10.0
440,2.0
441,4.0
442,-1.0
443,-1.0
444,-1.0
445,-1.0
446,-1.0
447,2.0
448,-1.0
449,13.0
450,-1.0
451,-1.0
452,12.0
453,5.0
454,-1.0
455,19.0
456,8.0
457,5.0
458,-1.0
459,-1.0
460,5.0
461,25.0
462,-1.0
463,1.0
464,-1.0
465,14.0
466,-1.0
467,15.0
468,17.0
469,6.0
470,1.0
471,19.0
472,2.0
473,3.0
474,15.0
475,22.0
476,15.0
477,27.0
478,7.0
479,4.0
480,20.0
481,-1.0
482,-1.0
483,-1.0
484,-1.0
485,-1.0
486,3.0
487,-1.0
488,3.0
489,10.0
490,-1.0
491,-1.0
492,23.0
493,-1.0
494,-1.0
495,-1.0
496,-1.0
497,13.0
498,19.0
499,-1.0
500,-1.0
501,18.0
502,1.0
503,-1.0
504,-1.0
505,-1.0
506,16.0
507,-1.0
508,2.0
509,-1.0
510,4.0
511,-1.0
512,-1.0
513,23.0
514,-1.0
515,-1.0
516,10.0
517,-1.0
518,-1.0
519,-1.0
520,5.0
521,18.0
522,-1.0
523,21.0
524,20.0
525,8.0
526,-1.0
527,13.0
528,-1.0
529,14.0
530,13.0
531,1.0
532,-1.0
533,14.0
534,4.0
535,18.0
536,5.0
537,-1.0
538,4.0
539,11.0
540,-1.0
541,-1.0
542,9.0
543,-1.0
544,-1.0
545,-1.0
546,-1.0
547,-1.0
548,-1.0
549,-1.0
550,2.0
551,-1.0
552,-1.0
553,-1.0
554,13.0
555,-1.0
556,11.0
557,-1.0
558,16.0
559,16.0
560,-1.0
561,6.0
562,-1.0
563,3.0
564,11.0
565,14.0
566,-1.0
567,-1.0
568,8.0
569,21.0
570,16.0
571,-1.0
572,9.0
573,3.0
574,9.0
575,17.0
576,-1.0
577,3.0
578,-1.0
579,16.0
580,22.0
581,-1.0
582,-1.0
583,-1.0
584,-1.0
585,-1.0
586,-1.0
587,3.0
588,-1.0
589,-1.0
590,-1.0
591,-1.0
592,12.0
593,-1.0
594,-1.0
595,-1.0
596,3.0
597,21.0
598,-1.0
599,-1.0
600,-1.0
601,17.0
602,7.0
603,3.0
604,-1.0
605,-1.0
606,8.0
607,-1.0
608,-1.0
609,6.0
610,-1.0
611,-1.0
612,11.0
613,3.0
614,-1.0
615,6.0
616,-1.0
617,8.0
618,5.0
619,-1.0
620,-1.0
621,12.0
622,5.0
623,-1.0
624,-1.0
625,7.0
626,13.0
627,-1.0
628,2.0
629,-1.0
630,30.0
631,8.0
632,10.0
633,12.0
634,-1.0
635,-1.0
636,15.0
637,28.0
638,11.0
639,20.0
640,9.0
641,-1.0
642,8.0
643,-1.0
644,-1.0
645,12.0
646,29.0
647,-1.0
648,11.0
649,4.0
650,1.0
651,14.0
652,-1.0
653,2.0
654,10.0
655,-1.0
656,-1.0
657,-1.0
658,19.0
659,-1.0
660,-1.0
661,-1.0
662,6.0
663,11.0
664,-1.0
665,-1.0
666,-1.0
667,6.0
668,-1.0
669,-1.0
670,-1.0
671,2.0
672,1.0
673,-1.0
674,-1.0
675,-1.0
676,-1.0
677,1.0
678,6.0
679,-1.0
680,-1.0
681,-1.0
682,2.0
683,-1.0
684,-1.0
685,2.0
686,-1.0
687,-1.0
688,6.0
689,-1.0
690,-1.0
691,-1.0
692,-1.0
693,7.0
694,-1.0
695,-1.0
696,18.0
697,-1.0
698,-1.0
699,1.0
700,-1.0
701,-1.0
702,-1.0
703,6.0
704,-1.0
705,1.0
706,-1.0
707,3.0
708,12.0
709,10.0
710,-1.0
711,1.0
712,-1.0
713,2.0
714,2.0
715,3.0
716,-1.0
717,20.0
718,-1.0
719,16.0
720,11.0
721,-1.0
722,-1.0
723,-1.0
724,22.0
725,-1.0
726,6.0
727,-1.0
728,9.0
729,-1.0
730,15.0
731,-1.0
732,17.0
733,1.0
734,-1.0
735,-1.0
736,22.0
737,-1.0
738,3.0
739,-1.0
740,27.0
741,-1.0
742,19.0
743,8.0
744,2.0
745,-1.0
746,-1.0
747,-1.0
748,-1.0
749,-1.0
750,-1.0
751,-1.0
752,2.0
753,11.0
754,-1.0
755,-1.0
756,-1.0
757,18.0
758,6.0
759,1.0
760,-1.0
761,-1.0
762,-1.0
763,-1.0
764,-1.0
765,2.0
766,-1.0
767,-1.0
768,-1.0
769,-1.0
770,-1.0
771,-1.0
772,3.0
773,2.0
774,25.0
775,31.0
776,-1.0
777,-1.0
778,-1.0
779,17.0
780,-1.0
781,13.0
782,-1.0
783,5.0
784,-1.0
785,3.0
786,-1.0
787,-1.0
788,-1.0
789,-1.0
790,3.0
791,6.0
792,8.0
793,21.0
794,-1.0
795,-1.0
796,-1.0
797,8.0
798,-1.0
799,-1.0
800,-1.0
801,19.0
802,1.0
803,14.0
804,-1.0
805,-1.0
806,14.0
807,-1.0
808,10.0
809,2.0
810,3.0
811,3.0
812,9.0
813,-1.0
814,7.0
815,-1.0
816,-1.0
817,-1.0
818,9.0
819,15.0
820,22.0
821,-1.0
822,-1.0
823,3.0
824,-1.0
825,-1.0
826,-1.0
827,-1.0
828,-1.0
829,5.0
830,-1.0
831,-1.0
832,30.0
833,-1.0
834,4.0
835,-1.0
836,19.0
837,12.0
838,-1.0
839,3.0
840,12.0
841,19.0
842,-1.0
843,-1.0
844,15.0
845,-1.0
846,-1.0
847,3.0
848,-1.0
849,-1.0
850,9.0
851,15.0
852,-1.0
853,-1.0
854,-1.0
855,4.0
856,-1.0
857,-1.0
858,21.0
859,20.0
860,-1.0
861,11.0
862,10.0
863,17.0
864,17.0
865,12.0
866,-1.0
867,14.0
868,-1.0
869,-1.0
870,-1.0
871,-1.0
872,15.0
873,6.0
874,-1.0
875,5.0
876,22.0
877,5.0
878,-1.0
879,-1.0
880,-1.0
881,-1.0
882,-1.0
883,2.0
884,1.0
885,-1.0
886,-1.0
887,2.0
888,-1.0
889,2.0
890,12.0
891,23.0
892,-1.0
893,22.0
894,-1.0
895,22.0
896,18.0
897,-1.0
898,-1.0
899,3.0
900,-1.0
901,-1.0
902,-1.0
903,1.0
904,-1.0
905,-1.0
906,20.0
907,13.0
908,-1.0
909,-1.0
910,2.0
911,-1.0
912,-1.0
913,2.0
914,3.0
915,4.0
916,22.0
917,-1.0
918,-1.0
919,15.0
920,-1.0
921,-1.0
922,-1.0
923,-1.0
924,6.0
925,2.0
926,8.0
927,5.0
928,-1.0
929,-1.0
930,23.0
931,-1.0
932,14.0
933,-1.0
934,2.0
935,-1.0
936,9.0
937,33.0
938,4.0
939,3.0
940,30.0
941,-1.0
942,-1.0
943,8.0
944,-1.0
945,-1.0
946,19.0
947,18.0
948,-1.0
949,8.0
950,12.0
951,2.0
952,4.0
953,2.0
954,2.0
955,24.0
956,-1.0
957,19.0
958,-1.0
959,-1.0
960,-1.0
961,11.0
962,10.0
963,15.0
964,-1.0
965,-1.0
966,-1.0
967,-1.0
968,12.0
969,26.0
970,-1.0
971,-1.0
972,-1.0
973,-1.0
974,-1.0
975,4.0
976,35.0
977,-1.0
978,-1.0
979,7.0
980,21.0
981,4.0
982,-1.0
983,-1.0
984,-1.0
985,-1.0
986,-1.0
987,-1.0
988,-1.0
989,2.0
990,3.0
991,-1.0
992,-1.0
993,-1.0
994,4.0
995,7.0
996,-1.0
997,8.0
998,-1.0
999,-1.0
1000,2.0
1001,2.0
1002,-1.0
1003,-1.0
1004,-1.0
1005,-1.0
1006,11.0
1007,2.0
1008,1.0
1009,-1.0
1010,-1.0
1011,-1.0
1012,-1.0
1013,-1.0
1014,-1.0
1015,1.0
1016,-1.0
1017,-1.0
1018,7.0
1019,-1.0
1020,-1.0
1021,6.0
1022,-1.0
1023,7.0
1024,-1.0
1025,-1.0
1026,1.0
1027,-1.0
1028,3.0
1029,-1.0
1030,2.0
1031,-1.0
1032,12.0
1033,6.0
1034,6.0
1035,13.0
1036,-1.0
1037,3.0
1038,-1.0
1039,-1.0
1040,-1.0
1041,-1.0
1042,23.0
1043,5.0
1044,23.0
1045,11.0
1046,9.0
1047,3.0
1048,11.0
1049,-1.0
1050,-1.0
1051,8.0
1052,-1.0
1053,-1.0
1054,3.0
1055,11.0
1056,2.0
1057,-1.0
1058,-1.0
1059,-1.0
1060,-1.0
1061,10.0
1062,-1.0
1063,-1.0
1064,-1.0
1065,7.0
1066,31.0
1067,12.0
1068,2.0
1069,-1.0
1070,23.0
1071,-1.0
1072,2.0
1073,-1.0
1074,19.0
1075,-1.0
1076,-1.0
1077,-1.0
1078,15.0
1079,-1.0
1080,1.0
1081,3.0
1082,-1.0
1083,-1.0
1084,-1.0
1085,20.0
1086,-1.0
1087,16.0
1088,17.0
1089,-1.0
1090,12.0
1091,13.0
1092,-1.0
1093,-1.0
1094,-1.0
1095,-1.0
1096,19.0
1097,-1.0
1098,-1.0
1099,-1.0
1100,22.0
1101,13.0
1102,-1.0
1103,12.0
1104,-1.0
1105,-1.0
1106,11.0
1107,-1.0
1108,6.0
1109,-1.0
1110,-1.0
1111,17.0
1112,15.0
1113,10.0
1114,-1.0
1115,-1.0
1116,-1.0
1117,-1.0
1118,-1.0
1119,-1.0
1120,-1.0
1121,-1.0
1122,3.0
1123,-1.0
1124,-1.0
1125,18.0
1126,5.0
1127,-1.0
1128,-1.0
1129,17.0
1130,-1.0
1131,2.0
1132,-1.0
1133,11.0
1134,12.0
1135,-1.0
1136,-1.0
1137,11.0
1138,21.0
1139,-1.0
1140,-1.0
1141,1.0
1142,-1.0
1143,-1.0
1144,-1.0
1145,-1.0
1146,18.0
1147,-1.0
1148,-1.0
1149,-1.0
1150,-1.0
1151,-1.0
1152,-1.0
1153,5.0
1154,-1.0
1155,-1.0
1156,9.0
1157,10.0
1158,-1.0
1159,3.0
1160,-1.0
1161,-1.0
1162,2.0
1163,-1.0
1164,1.0
1165,21.0
1166,-1.0
1167,-1.0
1168,19.0
1169,26.0
1170,11.0
1171,-1.0
1172,17.0
1173,2.0
1174,-1.0
1175,-1.0
1176,-1.0
1177,4.0
1178,-1.0
1179,21.0
1180,19.0
1181,7.0
1182,11.0
1183,8.0
1184,10.0
1185,7.0
1186,2.0
1187,1.0
1188,-1.0
1189,14.0
1190,12.0
1191,9.0
1192,-1.0
1193,15.0
1194,-1.0
1195,4.0
1196,4.0
1197,2.0
1198,10.0
1199,-1.0
1200,-1.0
1201,-1.0
1202,-1.0
1203,10.0
1204,5.0
1205,-1.0
1206,-1.0
1207,-1.0
1208,22.0
1209,20.0
1210,23.0
1211,-1.0
1212,4.0
1213,-1.0
1214,-1.0
1215,-1.0
1216,-1.0
1217,-1.0
1218,-1.0
1219,1.0
1220,-1.0
1221,-1.0
1222,-1.0
1223,-1.0
1224,2.0
1225,3.0
1226,4.0
1227,9.0
1228,-1.0
1229,-1.0
1230,-1.0
1231,2.0
1232,-1.0
1233,-1.0
1234,-1.0
1235,-1.0
1236,-1.0
1237,15.0
1238,-1.0
1239,2.0
1240,-1.0
1241,-1.0
1242,-1.0
1243,12.0
1244,2.0
1245,-1.0
1246,-1.0
1247,-1.0
1248,10.0
1249,23.0
1250,18.0
1251,-1.0
1252,1.0
1253,-1.0
1254,-1.0
1255,-1.0
1256,2.0
1257,-1.0
1258,-1.0
1259,-1.0
1260,2.0
1261,5.0
1262,-1.0
1263,11.0
1264,-1.0
1265,-1.0
1266,14.0
1267,14.0
1268,-1.0
1269,-1.0
1270,-1.0
1271,-1.0
1272,-1.0
1273,10.0
1274,2.0
1275,-1.0
1276,10.0
1277,4.0
1278,-1.0
1279,-1.0
1280,-1.0
1281,-1.0
1282,15.0
1283,22.0
1284,22.0
1285,2.0
1286,-1.0
1287,12.0
1288,8.0
1289,-1.0
1290,16.0
1291,9.0
1292,10.0
1293,14.0
1294,7.0
1295,3.0
1296,9.0
1297,-1.0
1298,2.0
1299,-1.0
1300,-1.0
1301,2.0
1302,-1.0
1303,-1.0
1304,-1.0
1305,12.0
1306,13.0
1307,16.0
1308,-1.0
1309,-1.0
1310,1.0
1311,-1.0
1312,23.0
1313,5.0
1314,-1.0
1315,-1.0
1316,21.0
1317,19.0
1318,5.0
1319,-1.0
1320,-1.0
1321,14.0
1322,-1.0
1323,-1.0
1324,-1.0
1325,-1.0
1326,-1.0
1327,-1.0
1328,24.0
1329,-1.0
1330,2.0
1331,-1.0
1332,4.0
1333,-1.0
1334,-1.0
1335,-1.0
1336,-1.0
1337,4.0
1338,-1.0
1339,-1.0
1340,-1.0
1341,-1.0
1342,-1.0
1343,-1.0
1344,-1.0
1345,-1.0
1346,-1.0
1347,6.0
1348,12.0
1349,-1.0
1350,9.0
1351,14.0
1352,-1.0
1353,-1.0
1354,-1.0
1355,10.0
1356,-1.0
1357,-1.0
1358,15.0
1359,-1.0
1360,-1.0
1361,-1.0
1362,-1.0
1363,8.0
1364,-1.0
1365,-1.0
1366,-1.0
1367,21.0
1368,16.0
1369,-1.0
1370,-1.0
1371,-1.0
1372,4.0
1373,4.0
1374,-1.0
1375,-1.0
1376,-1.0
1377,18.0
1378,-1.0
1379,-1.0
1380,5.0
1381,-1.0
1382,18.0
1383,-1.0
1384,-1.0
1385,12.0
1386,-1.0
1387,-1.0
1388,-1.0
1389,-1.0
1390,32.0
1391,-1.0
1392,1.0
1393,9.0
1394,1.0
1395,4.0
1396,15.0
1397,10.0
1398,5.0
1399,-1.0
1400,5.0
1401,18.0
1402,2.0
1403,-1.0
1404,12.0
1405,10.0
1406,9.0
1407,-1.0
1408,11.0
1409,-1.0
1410,-1.0
1411,-1.0
1412,-1.0
1413,8.0
1414,-1.0
1415,2.0
1416,2.0
1417,-1.0
1418,-1.0
1419,17.0
1420,-1.0
1421,3.0
1422,3.0
1423,-1.0
1424,14.0
1425,14.0
1426,-1.0
1427,-1.0
1428,-1.0
1429,-1.0
1430,-1.0
1431,-1.0
1432,-1.0
1433,-1.0
1434,-1.0
1435,-1.0
1436,13.0
1437,2.0
1438,-1.0
1439,-1.0
1440,11.0
1441,-1.0
1442,19.0
1443,2.0
1444,-1.0
1445,9.0
1446,-1.0
1447,18.0
1448,24.0
1449,-1.0
1450,-1.0
1451,-1.0
1452,16.0
1453,21.0
1454,1.0
1455,22.0
1456,19.0
1457,-1.0
1458,-1.0
1459,-1.0
1460,2.0
1461,3.0
1462,-1.0
1463,13.0
1464,2.0
1465,-1.0
1466,7.0
1467,3.0
1468,28.0
1469,-1.0
1470,-1.0
1471,-1.0
1472,28.0
1473,-1.0
1474,-1.0
1475,24.0
1476,-1.0
1477,2.0
1478,8.0
1479,-1.0
1480,-1.0
1481,24.0
1482,-1.0
1483,6.0
1484,-1.0
1485,-1.0
1486,-1.0
1487,2.0
1488,-1.0
1489,-1.0
1490,3.0
1491,14.0
1492,24.0
1493,-1.0
1494,-1.0
1495,-1.0
1496,16.0
1497,-1.0
1498,-1.0
1499,12.0
1500,-1.0
1501,-1.0
1502,-1.0
1503,-1.0
1504,4.0
1505,16.0
1506,1.0
1507,-1.0
1508,-1.0
1509,3.0
1510,-1.0
1511,7.0
1512,24.0
1513,-1.0
1514,23.0
1515,3.0
1516,10.0
1517,-1.0
1518,2.0
1519,8.0
1520,11.0
1521,-1.0
1522,19.0
1523,-1.0
1524,-1.0
1525,-1.0
1526,-1.0
1527,-1.0
1528,-1.0
1529,-1.0
1530,-1.0
1531,10.0
1532,-1.0
1533,3.0
1534,4.0
1535,14.0
1536,2.0
1537,-1.0
1538,16.0
1539,-1.0
1540,2.0
1541,-1.0
1542,24.0
1543,3.0
1544,7.0
1545,-1.0
1546,1.0
1547,2.0
1548,-1.0
1549,-1.0
1550,21.0
1551,11.0
1552,2.0
1553,-1.0
1554,17.0
1555,-1.0
1556,-1.0
1557,14.0
1558,-1.0
1559,17.0
1560,-1.0
1561,4.0
1562,3.0
1563,8.0
1564,-1.0
1565,-1.0
1566,-1.0
1567,7.0
1568,1.0
1569,-1.0
1570,-1.0
1571,13.0
1572,-1.0
1573,-1.0
1574,-1.0
1575,-1.0
1576,-1.0
1577,-1.0
1578,-1.0
1579,22.0
1580,-1.0
1581,-1.0
1582,-1.0
1583,-1.0
1584,4.0
1585,-1.0
1586,9.0
1587,-1.0
1588,-1.0
1589,-1.0
1590,6.0
1591,1.0
1592,1.0
1593,-1.0
1594,23.0
1595,2.0
1596,-1.0
1597,32.0
1598,15.0
1599,-1.0
1600,5.0
1601,-1.0
1602,-1.0
1603,-1.0
1604,6.0
1605,-1.0
1606,34.0
1607,2.0
1608,2.0
1609,10.0
1610,3.0
1611,23.0
1612,18.0
1613,-1.0
1614,16.0
1615,-1.0
1616,-1.0
1617,-1.0
1618,6.0
1619,2.0
1620,13.0
1621,-1.0
1622,13.0
1623,14.0
1624,19.0
1625,-1.0
1626,7.0
1627,-1.0
1628,3.0
1629,1.0
1630,3.0
1631,-1.0
1632,7.0
1633,2.0
1634,-1.0
1635,-1.0
1636,24.0
1637,-1.0
1638,2.0
1639,-1.0
1640,-1.0
1641,25.0
1642,-1.0
1643,-1.0
1644,29.0
1645,-1.0
1646,-1.0
1647,6.0
1648,-1.0
1649,-1.0
1650,-1.0
1651,2.0
1652,-1.0
1653,-1.0
1654,5.0
1655,-1.0
1656,-1.0
1657,14.0
1658,13.0
1659,4.0
1660,-1.0
1661,-1.0
1662,-1.0
1663,-1.0
1664,9.0
1665,-1.0
1666,-1.0
1667,6.0
1668,-1.0
1669,22.0
1670,-1.0
1671,14.0
1672,-1.0
1673,10.0
1674,24.0
1675,8.0
1676,-1.0
1677,-1.0
1678,16.0
1679,-1.0
1680,14.0
1681,-1.0
1682,-1.0
1683,8.0
1684,5.0
1685,-1.0
1686,-1.0
1687,7.0
1688,-1.0
1689,11.0
1690,-1.0
1691,-1.0
1692,-1.0
1693,-1.0
1694,-1.0
1695,-1.0
1696,-1.0
1697,24.0
1698,3.0
1699,25.0
1700,24.0
1701,-1.0
1702,-1.0
1703,12.0
1704,-1.0
1705,-1.0
1706,8.0
1707,4.0
1708,22.0
1709,-1.0
1710,-1.0
1711,2.0
1712,10.0
1713,-1.0
1714,6.0
1715,3.0
1716,-1.0
1717,-1.0
1718,-1.0
1719,-1.0
1720,-1.0
1721,2.0
1722,-1.0
1723,22.0
1724,-1.0
1725,17.0
1726,6.0
1727,7.0
1728,-1.0
1729,-1.0
1730,-1.0
1731,7.0
1732,11.0
1733,5.0
1734,-1.0
1735,-1.0
1736,2.0
1737,9.0
1738,6.0
1739,-1.0
1740,7.0
1741,-1.0
1742,-1.0
1743,16.0
1744,4.0
1745,-1.0
1746,-1.0
1747,5.0
1748,-1.0
1749,8.0
1750,-1.0
1751,19.0
1752,-1.0
1753,-1.0
1754,-1.0
1755,-1.0
1756,-1.0
1757,3.0
1758,-1.0
1759,2.0
1760,1.0
1761,-1.0
1762,-1.0
1763,-1.0
1764,-1.0
1765,-1.0
1766,16.0
1767,-1.0
1768,-1.0
1769,4.0
1770,-1.0
1771,-1.0
1772,-1.0
1773,12.0
1774,-1.0
1775,-1.0
1776,17.0
1777,-1.0
1778,4.0
1779,4.0
1780,-1.0
1781,20.0
1782,-1.0
1783,15.0
1784,-1.0
1785,-1.0
1786,-1.0
1787,-1.0
1788,1.0
1789,17.0
1790,5.0
1791,-1.0
1792,4.0
1793,-1.0
1794,-1.0
1795,13.0
1796,7.0
1797,27.0
1798,2.0
1799,11.0
1800,-1.0
1801,11.0
1802,-1.0
1803,21.0
1804,-1.0
1805,-1.0
1806,-1.0
1807,-1.0
1808,-1.0
1809,9.0
1810,4.0
1811,12.0
1812,23.0
1813,4.0
1814,-1.0
1815,-1.0
1816,13.0
1817,4.0
1818,-1.0
1819,-1.0
1820,-1.0
1821,2.0
1822,13.0
1823,-1.0
1824,-1.0
1825,8.0
1826,-1.0
1827,2.0
1828,7.0
1829,6.0
1830,-1.0
1831,2.0
1832,-1.0
1833,6.0
1834,20.0
1835,-1.0
1836,7.0
1837,23.0
1838,16.0
1839,-1.0
1840,9.0
1841,12.0
1842,8.0
1843,-1.0
1844,1.0
1845,1.0
1846,1.0
1847,-1.0
1848,-1.0
1849,-1.0
1850,-1.0
1851,-1.0
1852,-1.0
1853,-1.0
1854,-1.0
1855,-1.0
1856,-1.0
1857,-1.0
1858,9.0
1859,16.0
1860,4.0
1861,-1.0
1862,-1.0
1863,13.0
1864,11.0
1865,9.0
1866,-1.0
1867,14.0
1868,-1.0
1869,-1.0
1870,9.0
1871,2.0
1872,-1.0
1873,-1.0
1874,-1.0
1875,2.0
1876,17.0
1877,-1.0
1878,-1.0
1879,-1.0
1880,-1.0
1881,-1.0
1882,-1.0
1883,2.0
1884,-1.0
1885,-1.0
1886,-1.0
1887,-1.0
1888,-1.0
1889,10.0
1890,-1.0
1891,20.0
1892,14.0
1893,-1.0
1894,11.0
1895,-1.0
1896,-1.0
1897,21.0
1898,2.0
1899,2.0
1900,-1.0
1901,9.0
1902,-1.0
1903,6.0
1904,11.0
1905,5.0
1906,-1.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,17.0
1911,-1.0
1912,3.0
1913,-1.0
1914,-1.0
1915,-1.0
1916,2.0
1917,-1.0
1918,3.0
1919,7.0
1920,2.0
1921,4.0
1922,-1.0
1923,-1.0
1924,19.0
1925,-1.0
1926,-1.0
1927,-1.0
1928,14.0
1929,12.0
1930,5.0
1931,12.0
1932,2.0
1933,7.0
1934,25.0
1935,19.0
1936,-1.0
1937,-1.0
1938,-1.0
1939,7.0
1940,12.0
1941,-1.0
1942,25.0
1943,-1.0
1944,-1.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,8.0
1949,-1.0
1950,23.0
1951,2.0
1952,8.0
1953,-1.0
1954,-1.0
1955,7.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,15.0
1960,-1.0
1961,15.0
1962,-1.0
1963,-1.0
1964,-1.0
1965,1.0
1966,-1.0
1967,5.0
1968,-1.0
1969,7.0
1970,2.0
1971,-1.0
1972,-1.0
1973,4.0
1974,-1.0
1975,10.0
1976,-1.0
1977,-1.0
1978,-1.0
1979,-1.0
1980,-1.0
1981,-1.0
1982,-1.0
1983,14.0
1984,1.0
1985,-1.0
1986,-1.0
